,rating,review_date
1391,3,2017-03-16
1392,3,2017-02-10
1393,3,2017-01-08
1394,1,2016-11-09
1395,3,2016-09-03
1396,5,2016-07-23
1397,4,2016-07-10
1398,2,2016-06-18
1399,2,2016-06-04
1400,1,2016-06-01
1401,3,2016-05-19
1402,2,2016-04-23
1403,1,2016-03-21
1404,5,2016-03-15
1405,2,2016-02-04
1406,3,2016-02-03
1407,2,2016-01-27
1408,2,2015-10-20
1409,3,2015-06-26
1410,2,2015-03-08
1411,4,2015-01-04
1412,4,2014-12-21
1413,2,2014-12-16
1414,4,2014-12-13
1415,5,2014-11-20
1416,3,2014-08-16
1417,2,2014-06-08
1418,3,2014-05-21
1419,4,2014-03-11
1420,4,2017-11-20
1421,4,2016-04-09
1422,4,2016-02-15
1423,5,2015-08-24
1424,4,2014-11-08
1425,3,2022-09-11
1426,5,2022-06-22
1427,5,2022-04-23
1428,5,2022-03-25
1429,4,2022-02-06
1430,5,2020-09-19
1431,2,2020-07-03
1432,4,2020-06-10
1433,5,2020-06-06
1434,3,2020-02-02
1435,4,2020-01-02
1436,5,2019-11-24
1437,4,2019-11-13
1438,5,2019-10-27
1439,5,2019-09-17
1440,4,2019-08-09
1441,4,2019-06-17
1442,4,2019-04-14
1443,4,2019-03-24
1444,5,2019-03-20
1445,4,2019-03-19
1446,4,2018-12-12
1447,4,2018-11-18
1448,4,2018-08-21
1449,4,2018-07-01
1450,5,2018-04-26
1451,4,2018-04-23
1452,4,2018-04-19
1453,4,2018-04-16
1454,4,2018-03-03
1455,4,2018-01-22
1456,4,2017-12-28
1457,3,2017-12-14
1458,5,2017-09-27
1459,4,2017-09-24
1460,4,2017-09-17
1461,3,2017-09-06
1462,5,2017-07-17
1463,4,2017-05-28
1464,4,2017-04-20
1465,4,2017-03-17
1466,5,2017-02-09
1467,5,2017-01-20
1468,4,2017-01-18
1469,4,2016-11-06
1470,5,2016-10-19
1471,5,2016-09-29
1472,3,2016-07-25
1473,4,2016-07-17
1474,4,2016-06-06
1475,5,2016-06-01
1476,5,2016-05-17
1477,5,2016-05-13
1478,5,2016-05-06
1479,4,2016-04-27
1480,2,2016-02-13
1481,4,2016-01-31
1482,3,2016-01-10
1483,5,2015-10-29
1484,3,2015-10-26
1485,3,2015-09-01
1486,5,2015-08-11
1487,5,2015-05-13
1488,4,2015-03-08
1489,3,2015-02-02
1490,5,2014-11-20
1491,4,2014-10-23
1492,4,2014-10-04
1493,3,2014-09-19
1494,4,2014-07-19
1495,3,2014-01-20
1496,4,2014-01-20
1497,5,2014-01-20
1498,5,2014-01-05
1499,3,2013-10-05
1500,4,2013-05-05
1501,4,2016-11-08
1502,4,2016-02-10
1503,2,2022-01-07
1504,4,2019-10-24
1505,4,2019-04-13
1506,4,2018-04-25
1507,5,2017-12-20
1508,5,2017-10-01
1509,4,2017-03-17
1510,4,2016-09-01
1511,4,2015-05-27
1512,4,2015-05-15
1513,3,2014-06-01
1514,5,2015-10-09
2082,5,2022-02-23
2083,5,2020-12-22
2084,5,2019-01-28
2085,4,2018-06-29
2086,1,2018-03-31
2087,5,2018-03-09
2088,5,2017-08-17
2089,4,2017-04-09
2090,4,2016-07-27
2091,4,2016-04-21
2092,1,2015-05-13
2093,4,2013-08-24
2106,5,2022-05-12
2107,5,2020-05-31
2108,5,2017-10-02
2899,4,2022-04-25
2900,5,2022-04-23
2901,2,2020-10-02
2902,5,2020-04-07
2903,2,2020-03-09
2904,5,2020-02-21
2905,3,2019-12-01
2906,5,2019-09-10
2907,5,2019-08-22
2908,5,2019-08-09
2909,3,2019-06-17
2910,3,2018-09-06
2911,4,2018-06-23
2912,2,2018-06-11
2913,4,2018-06-07
2914,4,2018-05-30
2915,5,2018-05-28
2916,5,2018-05-28
2917,1,2018-05-25
2918,1,2018-04-07
2919,2,2018-03-19
2920,2,2017-09-02
2921,1,2017-07-24
2922,2,2017-06-03
2923,2,2017-05-30
2924,5,2017-05-13
2925,5,2017-05-11
2926,5,2017-05-11
2927,3,2017-04-21
2928,2,2017-03-25
2929,2,2017-03-06
2930,4,2017-03-04
2931,1,2017-01-16
2932,3,2016-11-17
2933,1,2016-10-06
2934,4,2016-06-18
2935,5,2016-06-08
2936,5,2016-05-25
2937,4,2016-05-21
2938,5,2016-05-21
2939,5,2016-05-21
2940,4,2016-04-11
2941,1,2016-04-11
2942,3,2016-04-10
2943,1,2016-04-10
2944,2,2016-03-28
2945,4,2016-03-07
2946,1,2016-01-16
2947,1,2015-12-14
2948,1,2015-12-11
2949,3,2015-10-31
2950,1,2015-10-08
2951,4,2015-07-10
2952,2,2015-03-14
2953,2,2014-12-30
2954,3,2014-12-17
2955,4,2014-10-05
2956,4,2014-09-18
2957,3,2014-09-16
2958,2,2014-05-30
2959,4,2013-11-30
2960,4,2013-09-30
2961,3,2013-08-19
2962,4,2013-08-14
3068,4,2022-03-25
3069,5,2021-04-03
3070,5,2019-12-07
3071,5,2019-02-17
3072,5,2018-10-22
3073,5,2018-09-09
3074,1,2018-07-21
3075,4,2018-07-05
3076,3,2018-06-27
3077,5,2018-05-29
3078,5,2018-03-26
3079,5,2018-01-03
3080,5,2017-07-30
3081,4,2017-03-25
3082,4,2016-11-17
3083,5,2016-10-12
3084,5,2016-08-12
3085,5,2016-07-16
3086,5,2016-05-31
3087,5,2016-05-12
3088,5,2016-04-25
3089,5,2016-03-04
3090,4,2016-01-14
3091,4,2015-11-07
3092,5,2015-08-09
3093,5,2015-07-29
3094,1,2015-06-02
3095,3,2014-10-26
3096,3,2014-09-28
3097,4,2014-02-28
3509,3,2022-07-31
3510,5,2022-06-07
3511,5,2021-09-27
3512,4,2021-08-08
3578,5,2022-08-21
3579,5,2022-07-24
3580,5,2021-07-27
3581,4,2020-08-26
3582,2,2020-08-14
3583,1,2018-08-13
3584,4,2017-09-08
3585,5,2016-08-24
3586,4,2016-07-30
3587,4,2013-04-07
3588,4,2016-06-17
3589,5,2014-08-08
3590,5,2018-01-09
3591,5,2018-01-08
3592,4,2017-05-23
3593,5,2016-03-25
3594,5,2015-09-13
3595,5,2015-08-29
3596,5,2015-07-06
3597,5,2022-10-03
3598,5,2022-09-04
3599,5,2022-08-25
3600,2,2022-08-22
3601,4,2022-08-21
3602,5,2022-08-15
3603,4,2022-08-11
3604,5,2022-08-04
3605,5,2022-08-02
3606,5,2022-07-18
3607,4,2022-07-17
3608,4,2022-07-11
3609,5,2022-01-03
3610,5,2022-01-01
3611,3,2021-12-30
3612,5,2021-12-13
3613,5,2021-11-29
3614,5,2021-11-27
3615,5,2021-10-29
3616,5,2021-09-08
3617,5,2021-08-25
3618,5,2021-08-22
3619,5,2021-08-20
3620,4,2021-08-20
3621,5,2021-08-12
3622,5,2021-08-12
3623,5,2021-07-30
3624,5,2021-07-17
3625,5,2021-07-17
3626,5,2021-06-23
3627,5,2021-06-13
3628,4,2021-06-07
3629,5,2021-06-01
3630,4,2020-12-19
3631,5,2020-10-27
3632,5,2020-10-22
3633,5,2020-10-11
3634,5,2020-10-10
3635,5,2020-10-04
3636,5,2020-09-29
3637,5,2020-09-16
3638,5,2020-08-30
3639,5,2020-08-29
3640,5,2020-08-28
3641,5,2020-08-26
3642,5,2020-08-23
3643,5,2020-08-21
3644,5,2020-08-20
3645,5,2020-08-15
3646,5,2020-08-15
3647,5,2020-08-12
3648,5,2020-08-11
3649,5,2020-08-07
3650,5,2020-02-09
3651,5,2020-01-31
3652,5,2020-01-25
3653,4,2018-08-26
3654,4,2018-06-18
3655,5,2018-06-18
3656,5,2018-05-13
3657,5,2018-05-08
3658,4,2018-05-01
3659,4,2018-04-30
3660,4,2018-04-29
3661,3,2018-04-18
3662,5,2018-04-17
3663,5,2018-04-10
3664,5,2018-04-09
3665,4,2018-04-05
3666,3,2018-03-20
3667,5,2018-03-12
3668,5,2018-03-10
3669,5,2018-02-25
3670,4,2018-02-18
3671,4,2018-02-17
3672,5,2018-02-12
3673,5,2017-09-14
3674,3,2017-09-11
3675,5,2017-09-09
3676,5,2017-09-09
3677,5,2017-09-06
3678,4,2017-09-05
3679,4,2017-09-05
3680,5,2017-09-04
3681,3,2017-09-03
3682,5,2017-09-02
3683,4,2017-09-02
3684,5,2017-09-02
3685,5,2017-08-30
3686,4,2017-08-29
3687,5,2017-08-27
3688,5,2017-08-26
3689,2,2017-08-23
3690,5,2017-08-23
3691,4,2017-08-21
3692,5,2017-08-20
3693,5,2017-08-20
3694,5,2017-08-19
3695,3,2017-08-18
3696,5,2017-08-17
3697,4,2017-08-15
3698,5,2017-08-14
3699,5,2017-08-13
3700,5,2017-08-12
3701,5,2017-08-11
3702,5,2017-08-09
3703,4,2017-08-08
3704,4,2017-08-05
3705,5,2017-07-19
3706,5,2017-07-18
3707,4,2017-07-17
3708,5,2017-07-13
3709,5,2017-07-11
3710,5,2017-07-10
3711,5,2017-07-08
3712,5,2017-07-05
3713,5,2017-06-25
3714,5,2017-06-17
3715,5,2017-06-06
3716,5,2017-06-04
3717,5,2017-05-28
3718,5,2017-05-21
3719,5,2017-05-06
3720,4,2017-05-03
3721,5,2017-05-01
3722,4,2017-04-29
3723,4,2017-04-29
3724,5,2017-04-27
3725,5,2017-02-23
3726,4,2017-02-12
3727,5,2017-02-05
3728,5,2017-01-18
3729,5,2017-01-10
3730,4,2017-01-07
3731,4,2017-01-04
3732,5,2017-01-03
3733,5,2016-12-31
3734,5,2016-12-26
3735,4,2016-12-18
3736,5,2016-12-14
3737,3,2016-12-14
3738,3,2016-12-11
3739,5,2016-12-11
3740,4,2016-12-10
3741,5,2016-12-10
3742,2,2016-09-19
3743,5,2016-09-14
3744,4,2016-09-11
3745,5,2016-09-10
3746,4,2016-09-06
3747,4,2016-09-01
3748,4,2016-09-01
3749,5,2016-01-15
3750,5,2016-01-14
3751,5,2016-01-14
3752,5,2016-01-13
3753,4,2016-01-13
3754,5,2016-01-07
3755,4,2016-01-06
3756,5,2016-01-05
3757,5,2016-01-04
3758,4,2016-01-03
3759,4,2015-10-12
3760,5,2015-09-13
3761,4,2015-09-05
3762,5,2015-09-01
3763,4,2015-08-29
3764,4,2015-08-27
3765,5,2015-08-22
3766,5,2015-08-21
3767,3,2015-08-18
3768,4,2015-08-17
3769,5,2015-08-16
3770,4,2015-08-16
3771,4,2015-08-14
3772,5,2015-08-11
3773,4,2015-08-11
3774,4,2015-08-11
3775,5,2015-04-19
3776,5,2015-04-16
3777,5,2015-04-15
3778,4,2015-04-13
3779,5,2015-04-03
3780,5,2015-03-28
3781,3,2015-03-23
3782,4,2015-03-22
3783,5,2015-03-20
3784,4,2015-03-20
3785,5,2015-03-20
3786,5,2015-03-05
3787,4,2015-02-14
3788,5,2015-01-26
3789,5,2015-01-22
3790,5,2015-01-12
3791,5,2015-01-12
3792,5,2015-01-09
3793,2,2015-01-08
3794,5,2015-01-07
3795,4,2014-12-22
3796,4,2014-12-21
3797,5,2014-12-12
3798,4,2014-12-11
3799,4,2014-11-25
3800,5,2014-11-23
3801,5,2014-11-23
3802,1,2014-11-12
3803,5,2014-11-05
3804,4,2014-11-02
3805,4,2014-10-25
3806,5,2014-10-21
3807,4,2014-10-20
3808,4,2014-10-16
3809,4,2014-10-16
3810,5,2014-10-16
3811,4,2014-10-14
3812,5,2014-09-30
3813,5,2014-09-29
3814,4,2014-09-29
3815,4,2014-09-27
3816,1,2014-09-26
3817,4,2014-09-22
3818,4,2014-09-16
3819,4,2014-09-13
3820,3,2014-09-08
3821,4,2014-08-11
3822,5,2014-07-27
3823,5,2014-07-27
3824,5,2014-07-24
3825,5,2014-07-12
3826,4,2014-07-11
3827,5,2014-07-01
3828,5,2014-06-15
3829,4,2014-06-10
3830,5,2014-06-06
3831,5,2014-06-04
3832,5,2014-06-03
3833,5,2014-06-01
3834,5,2014-05-28
3835,4,2014-05-27
3836,5,2014-05-09
3837,5,2014-05-05
3838,5,2014-05-02
3839,5,2014-04-30
3840,2,2014-04-29
3841,3,2012-11-04
3842,4,2015-07-18
3843,5,2022-08-13
3844,5,2018-10-13
3845,5,2018-08-26
3846,5,2018-08-10
3847,3,2018-04-02
3848,4,2017-08-01
3849,4,2013-08-27
3850,4,2014-12-14
3887,1,2021-09-04
3888,4,2021-07-31
3889,4,2020-08-26
3890,5,2020-08-23
3891,5,2019-01-16
3892,5,2018-09-06
3893,4,2018-08-18
3894,5,2020-02-29
3895,5,2019-01-22
3896,4,2022-08-19
3897,5,2022-07-31
3898,4,2022-03-10
3899,1,2022-01-13
3900,5,2021-08-30
3901,5,2021-01-01
3902,4,2020-02-24
3903,4,2020-02-17
3904,4,2020-01-02
3905,4,2019-02-28
3906,4,2019-01-01
3907,1,2018-12-31
3908,1,2018-08-13
3909,1,2018-08-13
3910,1,2017-08-16
3911,5,2017-08-09
3930,5,2021-12-27
3931,5,2019-01-02
3932,5,2018-08-22
3933,3,2016-09-15
3934,5,2016-10-28
3935,5,2015-04-03
3936,5,2014-07-18
3937,5,2014-06-12
3938,5,2012-05-06
4066,5,2022-06-29
4067,5,2022-06-05
4068,5,2022-06-03
4069,5,2022-06-01
4070,5,2022-06-02
4083,5,2020-02-17
4161,5,2022-07-23
4171,5,2022-08-04
4172,5,2021-07-31
4173,5,2021-07-11
4174,4,2020-09-06
4175,5,2019-08-24
4176,5,2019-05-11
4177,5,2019-04-16
4178,4,2019-03-01
4179,5,2018-12-08
4180,4,2018-06-28
4181,4,2018-02-22
4182,4,2017-05-26
4183,5,2017-04-07
4184,5,2016-08-12
4185,4,2016-02-13
4186,3,2015-05-24
4187,5,2015-04-13
4188,4,2013-10-03
4189,4,2012-11-21
4190,4,2012-11-21
4191,5,2012-06-02
4192,3,2012-02-21
4193,4,2010-07-22
4194,4,2019-09-30
4195,4,2015-07-19
4196,5,2021-04-04
4197,5,2020-09-06
4198,5,2020-07-21
4199,4,2020-06-01
4200,5,2019-09-30
4201,1,2018-07-27
4202,3,2017-07-18
4203,5,2019-09-16
4204,3,2018-08-13
4205,5,2018-06-23
4206,4,2017-09-04
4207,2,2017-09-03
4208,5,2017-07-19
4209,3,2017-05-29
4210,5,2017-04-14
4306,2,2022-08-01
4307,1,2022-07-21
4308,5,2022-06-25
4309,1,2022-03-23
4310,2,2022-02-06
4311,5,2021-08-10
4312,4,2020-08-10
4313,2,2020-06-13
4314,5,2020-02-09
4315,1,2019-12-29
4316,4,2019-08-06
4317,4,2018-11-14
4318,3,2018-06-18
4319,2,2018-04-29
4320,4,2018-02-28
4321,5,2017-09-20
4322,3,2017-08-06
4323,1,2017-07-29
4324,2,2017-07-28
4325,4,2017-02-16
4326,3,2016-10-02
4327,3,2016-09-01
4328,4,2016-06-28
4329,5,2016-06-27
4330,4,2016-05-02
4374,5,2022-08-28
4375,5,2022-05-12
4376,5,2022-04-26
4377,1,2020-11-26
4378,5,2020-02-15
4379,5,2019-11-28
4380,5,2019-08-21
4381,5,2019-08-11
4382,5,2018-10-08
4383,5,2018-06-06
4384,4,2020-08-15
4385,5,2020-08-08
4386,5,2020-01-16
4387,4,2019-01-03
4389,2,2022-10-06
4390,5,2022-06-13
4391,5,2022-01-29
4392,5,2022-01-11
4393,5,2021-10-08
4529,1,2021-06-12
4577,5,2021-10-07
4578,4,2020-09-03
4579,5,2020-07-05
4580,5,2019-12-29
4581,2,2019-12-28
4582,5,2019-05-19
4583,4,2019-02-14
4584,4,2018-11-12
4585,5,2018-05-24
4586,4,2018-02-18
4587,4,2018-01-28
4588,4,2018-01-26
4589,5,2017-09-20
4590,4,2017-01-01
4591,5,2016-05-11
4592,5,2015-11-09
4593,4,2015-04-30
4594,4,2013-10-30
4639,5,2019-10-22
4642,5,2020-08-18
4643,5,2020-05-08
4644,5,2020-03-22
4645,5,2020-02-21
4646,4,2019-12-01
4647,5,2019-11-10
4648,4,2019-11-09
4649,5,2019-11-08
4650,5,2019-10-25
4662,4,2020-08-08
4663,4,2018-06-19
4664,4,2018-10-17
4665,4,2018-04-05
4666,3,2016-10-30
4675,5,2022-06-06
4676,5,2022-04-03
4677,5,2022-03-18
4678,5,2020-10-14
4679,5,2019-12-18
4689,5,2022-05-14
4690,5,2020-09-08
4696,4,2016-11-07
4697,5,2014-08-22
4698,5,2020-08-30
4699,5,2018-07-19
4700,3,2018-07-14
4701,5,2017-12-11
4702,4,2017-08-20
4703,5,2017-04-11
4704,5,2017-03-13
4736,5,2022-03-02
4737,3,2020-08-03
4738,1,2015-02-04
4739,5,2019-10-15
4740,4,2018-05-18
4741,5,2018-05-13
4742,4,2016-09-04
4743,5,2016-07-18
4744,4,2014-11-06
4750,5,2018-07-15
4751,5,2015-07-21
4752,4,2013-07-08
4753,4,2013-01-17
4754,5,2019-09-05
4755,5,2017-08-20
4756,4,2017-08-12
4757,5,2017-07-14
4758,5,2017-04-14
4759,5,2017-01-08
4760,5,2016-04-11
4761,5,2015-06-28
4762,4,2015-01-15
4816,4,2017-02-16
4817,4,2017-07-30
4886,5,2018-02-09
4887,4,2019-01-22
4888,5,2017-03-18
4893,1,2018-04-10
4894,5,2018-01-31
4945,5,2022-06-01
4946,4,2022-06-03
4947,2,2022-03-19
4948,4,2019-11-10
4949,5,2019-06-15
4950,5,2018-08-18
4951,5,2018-05-31
4952,5,2017-12-26
4953,5,2017-12-01
4954,5,2017-09-25
4955,4,2017-09-02
4956,5,2017-04-11
4957,5,2017-03-16
4958,2,2022-06-26
4961,5,2019-04-13
5024,5,2022-02-19
5025,5,2021-11-22
5026,5,2021-11-16
5027,5,2021-10-17
5028,5,2021-08-21
5029,5,2021-03-21
5030,5,2021-03-09
5031,5,2020-12-05
5032,5,2020-11-08
5033,5,2021-12-17
5034,5,2021-10-16
5035,5,2021-10-06
5036,3,2021-06-18
5037,5,2020-11-30
5038,1,2020-11-28
5039,4,2020-11-28
5040,5,2020-11-28
5041,2,2020-11-27
5058,5,2022-09-27
5059,5,2022-09-26
5060,5,2022-04-13
5061,5,2022-04-12
5062,5,2022-04-09
5063,5,2022-04-08
5064,5,2022-04-03
5065,5,2022-03-15
5066,5,2022-03-13
5067,5,2022-03-12
5068,5,2022-03-12
5071,3,2016-03-09
5082,4,2019-11-16
5083,5,2018-10-27
5084,4,2016-03-15
5085,3,2015-04-01
5086,5,2013-09-04
5088,5,2022-04-12
5089,4,2021-12-17
5090,5,2021-08-26
5091,1,2021-06-21
5092,5,2021-05-28
5093,5,2021-05-09
5094,5,2021-03-06
5095,5,2021-02-16
5096,2,2020-12-19
5097,3,2020-09-08
5098,5,2020-05-03
5099,5,2020-04-08
5100,5,2020-02-04
5101,5,2019-12-29
5102,2,2019-09-28
5135,5,2021-07-15
5136,4,2020-11-24
5137,5,2018-08-19
5138,5,2019-03-04
5139,3,2019-02-10
5140,4,2017-10-03
5146,4,2018-04-29
5147,4,2018-05-17
5148,2,2017-11-12
5149,4,2016-08-10
5150,4,2016-08-08
5225,4,2018-03-22
5226,5,2017-09-14
5227,4,2017-08-29
5228,5,2017-04-29
5261,4,2022-09-04
5262,5,2022-08-25
5263,2,2022-08-16
5264,1,2022-03-08
5265,4,2022-02-20
5266,5,2022-02-12
5267,3,2022-01-23
5268,3,2022-01-22
5269,5,2022-01-09
5314,5,2021-04-06
5315,5,2020-08-22
5316,5,2019-04-25
5317,5,2018-05-21
5318,5,2020-08-24
5319,5,2019-07-11
5320,5,2018-05-26
5321,4,2018-05-09
5322,4,2017-09-13
5323,5,2017-07-22
5335,2,2022-06-11
5336,5,2021-10-12
5337,4,2020-06-22
5338,5,2020-05-03
5339,4,2020-03-06
5340,5,2017-11-06
5341,2,2017-08-21
5342,2,2017-03-10
5343,4,2017-02-04
5344,3,2016-12-12
5345,5,2016-12-01
5346,4,2016-09-08
5347,4,2016-08-26
5348,5,2016-07-20
5349,4,2016-07-14
5350,5,2016-06-28
5351,4,2016-04-30
5404,5,2022-05-19
5405,5,2020-07-27
5406,2,2020-06-14
5407,4,2019-04-16
5408,5,2019-03-25
5409,4,2018-12-18
5410,5,2018-12-10
5411,4,2018-11-18
5412,4,2018-11-14
5413,4,2018-11-01
5414,5,2018-10-17
5415,4,2018-09-17
5416,5,2018-06-06
5417,5,2020-06-29
5680,3,2021-07-20
5681,3,2021-02-24
5682,1,2019-12-06
5683,5,2019-11-26
5684,5,2019-11-05
5685,4,2019-09-19
5686,1,2019-08-07
5687,2,2019-06-22
5688,2,2019-05-22
5689,4,2019-05-19
5690,4,2019-05-18
5691,1,2019-04-10
5813,1,2022-03-04
5814,1,2022-02-18
5815,2,2022-02-13
5816,5,2020-01-06
5817,4,2019-04-05
5818,1,2018-07-21
5819,1,2018-01-23
5820,2,2017-02-12
5834,5,2022-01-21
5835,4,2021-05-14
5836,5,2020-10-04
5837,5,2019-01-26
5860,5,2018-08-13
5861,5,2016-08-29
5874,4,2019-08-12
5875,5,2019-09-20
5876,4,2019-09-18
5903,3,2020-08-13
5904,3,2020-07-20
5905,4,2019-10-09
5906,4,2018-05-15
5907,4,2016-08-02
5908,5,2016-07-23
5909,4,2015-04-27
5910,4,2014-10-23
5911,4,2018-08-02
5912,4,2018-07-26
5913,5,2018-03-31
5914,4,2016-07-07
5915,4,2015-08-17
5917,5,2022-08-18
5918,5,2020-08-17
5919,4,2016-08-02
5920,5,2020-02-19
5921,5,2020-02-18
5922,5,2019-06-16
5923,4,2019-01-05
5924,5,2015-10-19
5927,4,2017-10-09
5928,5,2017-02-21
5959,5,2020-12-26
5960,5,2020-10-12
5961,3,2020-07-25
5962,5,2020-02-25
5963,5,2020-02-13
5964,1,2020-01-03
5965,5,2019-02-27
5997,5,2020-08-06
5998,4,2020-08-05
5999,4,2018-08-26
6000,5,2016-09-14
6001,4,2018-04-04
6002,4,2016-07-25
6003,4,2014-08-16
6004,4,2014-02-16
6030,4,2020-07-16
6031,4,2018-10-19
6032,5,2015-07-28
6069,5,2020-08-05
6070,5,2020-01-03
6071,5,2020-01-03
6072,4,2016-08-10
6080,4,2019-08-20
6081,4,2019-07-11
6109,5,2019-09-04
6110,3,2017-07-20
6111,5,2020-09-18
6112,5,2020-08-26
6113,5,2019-12-06
6114,5,2019-12-04
6115,5,2019-11-27
6116,4,2017-07-13
6117,5,2017-05-19
6121,4,2019-07-12
6122,4,2018-08-26
6123,4,2016-03-16
6124,4,2015-08-21
6125,5,2015-08-09
6126,4,2015-05-07
6127,5,2018-05-21
6128,5,2016-04-10
6129,4,2014-12-26
6188,4,2022-04-09
6189,5,2021-10-08
6190,5,2019-05-19
6191,5,2019-05-14
6192,5,2019-04-03
6193,4,2018-05-27
6194,5,2018-03-05
6195,5,2016-03-13
6196,5,2016-03-13
6197,5,2016-03-13
6336,2,2022-08-03
6337,5,2021-09-04
6338,4,2020-01-07
6339,5,2019-12-15
6340,5,2019-11-08
6341,5,2019-11-08
6342,2,2019-10-24
6343,1,2019-08-25
6344,3,2019-04-29
6345,5,2019-02-18
6346,5,2018-05-25
6347,4,2018-02-15
6348,4,2017-12-15
6349,3,2017-12-11
6350,5,2017-03-06
6351,3,2017-02-11
6674,5,2022-06-12
6675,4,2021-11-01
6676,4,2021-09-20
6677,5,2020-08-18
6678,2,2020-07-29
6679,5,2020-07-23
6680,5,2020-06-29
6681,5,2019-10-06
6682,5,2019-08-30
6683,5,2019-08-28
6684,4,2019-08-03
6685,5,2019-07-30
6686,4,2019-04-07
6687,4,2018-12-17
6688,4,2018-08-06
6689,4,2018-01-21
6690,3,2017-11-21
6691,5,2017-09-04
6692,5,2017-02-20
6693,2,2016-11-16
6694,4,2016-10-09
6695,4,2016-08-23
6696,4,2016-08-04
6697,4,2016-06-13
6698,4,2016-05-29
6699,4,2016-05-16
6700,4,2016-04-18
6701,4,2016-02-20
6702,3,2016-02-13
6703,4,2015-08-08
6704,5,2015-05-20
6705,5,2014-10-20
6706,4,2014-09-23
6707,4,2014-08-23
6708,5,2014-08-13
6709,4,2014-01-20
6710,4,2013-08-12
6711,4,2013-01-20
6712,5,2018-10-16
6713,5,2016-08-30
6714,5,2016-08-27
6765,5,2020-07-03
6766,5,2016-10-31
6767,1,2016-06-08
