username,registration_date,nb_of_comments,nb_of_cities,age,sex,country,top_cuisines,avg_overall_rating,avg_cuisine_rating,avg_service_rating,avg_quality_price_rating,avg_mood_rating,avg_michelin,avg_price_range_estimation
visiteur974000,2017,10,6,None,None,None,"{'Francaise': 5, 'Europeenne': 4, 'Steakhouse': 3, 'Americaine': 2, 'Traiteur': 1, 'Portugaise': 1, 'Italienne': 1, 'Grillades': 1}",3.7,3.27,3.23,3.31,1.12,0.0,1.69
fofiefontfec,2016,34,22,None,None,france,"{'Europeenne': 5, 'Restauration_rapide': 2, 'Pizza': 2, 'Italienne': 2, 'Francaise': 2, 'Turque': 1, 'Suisse': 1, 'Pub': 1, 'Napolitaine': 1, 'Mediterraneenne': 1, 'Italie_du_Sud': 1, 'Campanie': 1, 'Bar': 1, 'Americaine': 1}",3.56,3.79,3.68,3.53,0.94,0.18,1.41
L9955MVmariet,2015,30,19,None,None,france,"{'Francaise': 8, 'Europeenne': 6, 'Steakhouse': 2, 'Asiatique': 2, 'Americaine': 2, 'Thai': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Pizza': 1, 'Pakistanaise': 1, 'Mediterraneenne': 1, 'Libanaise': 1, 'Japonaise': 1, 'Italienne': 1, 'Indienne': 1, 'Fusion': 1, 'Chinoise': 1, 'Bar': 1}",3.89,3.71,3.6,3.4,2.12,0.0,1.91
A5629BScatherined,2016,18,14,None,None,suisse,"{'Saine': 3, 'Francaise': 2, 'Restauration_rapide': 1, 'Moderne': 1, 'Internationale': 1, 'Europeenne': 1, 'Cafe': 1, 'Asiatique': 1, 'Americaine': 1}",4.02,3.36,3.18,2.96,2.94,0.12,2.0
Bashki88,2014,77,49,None,None,france,"{'Francaise': 4, 'Suisse': 2, 'Indienne': 2, 'Europeenne': 2, 'Argentine': 2, 'Tunisienne': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Pakistanaise': 1, 'Mediterraneenne': 1, 'Marocaine': 1, 'Americaine': 1}",3.96,3.49,3.38,3.32,1.55,0.0,1.9
jeanfran_oism709,2017,36,17,None,None,None,"{'Francaise': 6, 'Europeenne': 5, 'Saine': 2}",4.12,3.32,3.32,3.0,2.56,0.16,2.16
eoline39,2016,39,30,None,None,france,"{'Francaise': 4, 'Europeenne': 4, 'Pizza': 3, 'Italienne': 3, 'Vietnamienne': 1, 'Thai': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Indienne': 1, 'Chinoise': 1, 'Asiatique': 1, 'Americaine': 1}",3.9,3.6,3.51,3.39,1.74,0.0,1.93
Philgoodcham,2020,20,11,None,None,france,"{'Francaise': 4, 'Europeenne': 3, 'Restauration_rapide': 1, 'Brasserie_gastronomique': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Americaine': 1}",4.3,4.3,4.2,3.9,4.1,0.2,2.0
florences857,2015,339,108,50-64,F,france,"{'Europeenne': 21, 'Francaise': 20, 'Italienne': 11, 'Mediterraneenne': 8, 'Cafe': 6, 'Pizza': 5, 'Internationale': 4, 'Bar': 4, 'Saine': 2, 'Pub': 2, 'Libanaise': 2, 'Suisse': 1, 'Soupes': 1, 'Restauration_rapide': 1, 'Portugaise': 1, 'Moderne': 1, 'Europe_centrale': 1, 'Bar_a_vins': 1, 'Asiatique': 1, 'Americaine': 1}",3.85,3.76,3.54,3.29,2.42,0.04,2.01
327jpp,2015,89,43,50-64,H,suisse,"{'Francaise': 19, 'Europeenne': 18, 'Suisse': 5, 'Italienne': 5, 'Saine': 3, 'Pizza': 2, 'Mediterraneenne': 2, 'Bar': 2, 'Tunisienne': 1, 'Steakhouse': 1, 'Pub': 1, 'Portugaise': 1, 'Marocaine': 1, 'Grillades': 1, 'Brasserie_gastronomique': 1, 'Americaine': 1}",3.98,4.08,4.0,3.8,2.19,0.07,2.16
64Arnaud74,2007,115,93,None,None,france,"{'Francaise': 26, 'Europeenne': 18, 'Italienne': 4, 'Suisse': 2, 'Bar': 2, 'Americaine': 2, 'Saine': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Moderne': 1, 'Japonaise': 1, 'Chinoise': 1, 'Cafe': 1, 'Asiatique': 1}",4.21,3.92,3.92,3.66,2.39,0.06,1.98
Jeremie R,2019,1,1,None,None,None,"{'Francaise': 1, 'Europeenne': 1}",4.5,4.5,4.5,4.0,4.0,0.0,2.0
YAUTELA,2015,144,67,None,None,france,"{'Francaise': 30, 'Saine': 12, 'Europeenne': 11, 'Italienne': 7, 'Pizza': 4, 'Pakistanaise': 2, 'Mediterraneenne': 2, 'Indienne': 2, 'Americaine': 2, 'Steakhouse': 1, 'Restauration_rapide': 1, 'Grillades': 1, 'Cafe': 1, 'Africaine': 1}",4.24,4.13,4.09,3.79,2.39,0.46,2.25
45benjamind,2015,55,29,None,None,france,"{'Francaise': 10, 'Europeenne': 9, 'Asiatique': 4, 'Thai': 2, 'Suisse': 2, 'Italienne': 2, 'Vietnamienne': 1, 'Steakhouse': 1, 'Saine': 1, 'Pizza': 1, 'Napolitaine': 1, 'Moderne': 1, 'Italie_du_Sud': 1, 'Grillades': 1, 'Fusion': 1, 'Campanie': 1, 'Brasserie_gastronomique': 1, 'Bar_a_vins': 1, 'Americaine': 1}",4.12,4.1,4.24,3.85,1.52,0.0,2.0
Happylife74,2015,76,47,None,None,france,"{'Francaise': 3, 'Mediterraneenne': 2, 'Europeenne': 2, 'Tunisienne': 1, 'Sushi': 1, 'Pakistanaise': 1, 'Marocaine': 1, 'Libanaise': 1, 'Japonaise': 1, 'Indienne': 1, 'Fusion': 1, 'Asiatique': 1, 'Americaine': 1}",4.02,4.12,4.07,3.86,2.48,0.0,2.0
EUGENIEMULLER,2019,6,6,None,None,france,"{'Francaise': 2, 'Europeenne': 2, 'Italienne': 1, 'Americaine': 1}",4.07,4.29,4.07,3.79,2.29,0.0,2.0
valerier912,2014,40,32,None,None,france,"{'Francaise': 4, 'Europeenne': 4, 'Suisse': 1, 'Steakhouse': 1, 'Mexicaine': 1, 'Amerique_centrale': 1, 'Americaine': 1}",3.92,4.04,4.1,3.69,3.23,0.19,2.0
jullooo,2015,21,13,None,None,suisse,"{'Europeenne': 5, 'Francaise': 4, 'Saine': 2, 'Cafe': 2, 'Americaine': 2, 'Sushi': 1, 'Suisse': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Internationale': 1, 'Grillades': 1, 'Espagnole': 1, 'Bar': 1, 'Asiatique': 1}",4.17,4.28,4.28,3.89,2.17,0.0,2.11
587sylviec,2014,610,360,35-49,F,suisse,"{'Europeenne': 25, 'Francaise': 21, 'Suisse': 11, 'Italienne': 5, 'Mediterraneenne': 3, 'Espagnole': 2, 'Bar': 2, 'Traiteur': 1, 'Pizza': 1, 'Internationale': 1, 'Brasserie_gastronomique': 1, 'Americaine': 1}",4.11,4.15,4.11,3.88,2.48,0.13,2.13
jawadb492,2014,7,4,None,None,france,"{'Francaise': 3, 'Italienne': 2, 'Europeenne': 2, 'Suisse': 1, 'Saine': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Europe_centrale': 1, 'Cafe': 1, 'Americaine': 1}",4.21,4.21,4.31,3.95,2.05,0.0,2.0
PatrickG2652,2012,69,221,None,None,france,"{'Francaise': 11, 'Europeenne': 8, 'Steakhouse': 4, 'Italienne': 3, 'Americaine': 3, 'Saine': 2, 'Restauration_rapide': 2, 'Vietnamienne': 1, 'Thai': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Indienne': 1, 'Grillades': 1, 'Chinoise': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Asiatique': 1, 'Africaine': 1}",3.87,4.04,3.9,3.71,2.14,0.19,2.15
Scotch68,2018,20,13,None,None,france,"{'Francaise': 5, 'Europeenne': 3, 'Pakistanaise': 1, 'Mediterraneenne': 1, 'Libanaise': 1, 'Italienne': 1, 'Indienne': 1, 'Fusion': 1, 'Americaine': 1}",3.93,4.14,3.79,3.64,3.21,0.14,2.0
charlesfrancoism,2015,22,188,None,None,indonesie,"{'Europeenne': 4, 'Francaise': 3, 'Steakhouse': 1, 'Italienne': 1, 'Brasserie_gastronomique': 1, 'Americaine': 1}",4.12,4.16,3.97,3.5,2.5,0.31,2.31
Lilithms,2009,15,105,None,None,france,"{'Europeenne': 6, 'Francaise': 5, 'Turque': 1, 'Japonaise': 1, 'Italienne': 1, 'Internationale': 1, 'Chinoise': 1, 'Asiatique': 1, 'Americaine': 1}",4.08,2.94,2.92,2.72,2.53,0.0,1.67
jutu54,2017,29,21,None,None,france,"{'Sushi': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Francaise': 1, 'Europeenne': 1, 'Chinoise': 1, 'Asiatique': 1}",3.6,3.0,3.0,2.8,1.6,0.0,1.4
miyako74,2016,63,40,None,None,france,"{'Europeenne': 10, 'Francaise': 9, 'Italienne': 7, 'Pizza': 4, 'Indienne': 4, 'Asiatique': 4, 'Thai': 3, 'Mediterraneenne': 3, 'Saine': 2, 'Pakistanaise': 2, 'Fusion': 2, 'Vietnamienne': 1, 'Suisse': 1, 'Moderne': 1, 'Libanaise': 1, 'Japonaise': 1, 'Italie_du_Nord': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1, 'Americaine': 1}",4.12,4.26,4.1,4.02,2.84,0.11,2.06
MarcS012,2010,229,158,None,None,suisse,"{'Europeenne': 25, 'Suisse': 18, 'Francaise': 14, 'Italienne': 13, 'Pizza': 8, 'Mediterraneenne': 4, 'Europe_centrale': 4, 'Traiteur': 3, 'Steakhouse': 3, 'Asiatique': 3, 'Thai': 2, 'Pub': 2, 'Americaine': 2, 'Saine': 1, 'Romana': 1, 'Restauration_rapide': 1, 'Napolitaine': 1, 'Lombarde': 1, 'Latium': 1, 'Italie_du_Sud': 1, 'Italie_du_Nord': 1, 'Italie_du_Centre': 1, 'Internationale': 1, 'Indienne': 1, 'Espagnole': 1, 'Chinoise': 1, 'Campanie': 1, 'Brasserie_gastronomique': 1, 'Belge': 1, 'Bar_a_vins': 1, 'Bar': 1}",4.2,4.04,3.91,3.84,2.66,0.0,2.01
Pauly972,2015,32,75,None,None,suisse,"{'Europeenne': 3, 'Saine': 1, 'Restauration_rapide': 1, 'Moderne': 1, 'Libanaise': 1, 'Italienne': 1, 'Internationale': 1, 'Francaise': 1, 'Chinoise': 1, 'Cafe': 1, 'Asiatique': 1, 'Americaine': 1}",4.25,4.38,3.89,3.88,2.53,0.0,1.84
eric-matthys,2014,13,10,None,None,france,"{'Francaise': 6, 'Europeenne': 6, 'Suisse': 1, 'Steakhouse': 1, 'Saine': 1, 'Pub': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Italienne': 1, 'Internationale': 1, 'Brasserie_gastronomique': 1, 'Bar': 1, 'Americaine': 1}",3.89,4.06,4.0,3.81,3.05,0.0,2.0
BRUNOF388,2013,238,51,35-49,H,suisse,"{'Francaise': 20, 'Europeenne': 18, 'Italienne': 11, 'Suisse': 9, 'Pizza': 9, 'Americaine': 6, 'Steakhouse': 5, 'Mediterraneenne': 4, 'Restauration_rapide': 3, 'Internationale': 2, 'Europe_centrale': 2, 'Sushi': 1, 'Peruvienne': 1, 'Marocaine': 1, 'Latino': 1, 'Japonaise': 1, 'Fusion': 1}",3.47,3.49,3.49,3.34,1.88,0.04,1.72
Stay541596,2014,8,4,None,None,france,"{'Europeenne': 5, 'Francaise': 4, 'Italienne': 3, 'Pub': 2, 'Pizza': 2, 'Bar': 2, 'Restauration_rapide': 1, 'Mediterraneenne': 1, 'Americaine': 1}",3.8,3.5,3.33,3.23,2.47,0.0,2.0
Legrand74,2012,42,34,None,None,None,"{'Francaise': 7, 'Restauration_rapide': 2, 'Europeenne': 2, 'Pub': 1, 'Pizza': 1, 'Napolitaine': 1, 'Italienne': 1, 'Italie_du_Sud': 1, 'Campanie': 1, 'Bar': 1, 'Americaine': 1}",3.66,3.99,3.73,3.71,2.41,0.0,1.71
354mathildel,2015,4,3,None,None,france,"{'Francaise': 2, 'Europeenne': 2, 'Suisse': 1, 'Restauration_rapide': 1, 'Fusion': 1, 'Asiatique': 1}",3.75,4.06,3.94,3.62,2.5,0.0,1.75
Orazio M,2013,36,220,50-64,H,suisse,"{'Europeenne': 8, 'Francaise': 4, 'Italienne': 3, 'Sushi': 2, 'Suisse': 2, 'Mediterraneenne': 2, 'Asiatique': 2, 'Thai': 1, 'Japonaise': 1, 'Americaine': 1}",4.11,4.22,4.16,3.72,3.11,0.12,2.22
emalisa,2016,83,52,None,None,suisse,"{'Europeenne': 17, 'Francaise': 15, 'Suisse': 9, 'Italienne': 6, 'Pizza': 5, 'Mediterraneenne': 4, 'Brasserie_gastronomique': 2, 'Bar_a_vins': 2, 'Bar': 2, 'Traiteur': 1, 'Toscane': 1, 'Saine': 1, 'Pub': 1, 'Japonaise': 1, 'Italie_du_Centre': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Bar_a_bieres': 1, 'Asiatique': 1, 'Americaine': 1}",4.06,4.08,3.96,3.71,3.09,0.1,1.98
claireMaur1,2015,33,21,None,None,france,"{'Sushi': 3, 'Japonaise': 3, 'Asiatique': 3, 'Restauration_rapide': 2, 'Francaise': 2, 'Europeenne': 2, 'Chinoise': 2, 'Turque': 1}",3.85,3.84,4.13,3.53,1.52,0.0,1.97
SophieG74380,2015,45,30,35-49,F,france,"{'Francaise': 3, 'Italienne': 2, 'Europeenne': 2, 'Restauration_rapide': 1, 'Pakistanaise': 1, 'Mediterraneenne': 1, 'Indienne': 1, 'Brasserie_gastronomique': 1}",3.84,3.86,4.05,3.52,1.66,0.0,1.91
paski1959,2016,44,20,None,None,suisse,"{'Europeenne': 19, 'Francaise': 12, 'Suisse': 10, 'Steakhouse': 3, 'Restauration_rapide': 3, 'Brasserie_gastronomique': 3, 'Americaine': 3, 'Saine': 2, 'Cafe': 2, 'Thai': 1, 'Portugaise': 1, 'Internationale': 1, 'Europe_centrale': 1, 'Bar': 1, 'Asiatique': 1}",3.81,3.44,3.39,3.19,2.04,0.04,1.83
SPG77,2007,166,309,35-49,H,france,"{'Europeenne': 57, 'Francaise': 46, 'Suisse': 22, 'Italienne': 14, 'Asiatique': 14, 'Pizza': 11, 'Mediterraneenne': 11, 'Japonaise': 9, 'Americaine': 6, 'Sushi': 5, 'Fusion': 5, 'Brasserie_gastronomique': 5, 'Restauration_rapide': 4, 'Grillades': 4, 'Chinoise': 4, 'Cafe': 4, 'Steakhouse': 3, 'Saine': 3, 'Peruvienne': 3, 'Moderne': 3, 'Latino': 3, 'Internationale': 3, 'Indienne': 3, 'Europe_centrale': 3, 'Thai': 2, 'Pakistanaise': 2, 'Libanaise': 2, 'Coreenne': 2, 'Amerique_centrale': 2, 'Africaine': 2, 'Ethiopienne': 1, 'Vietnamienne': 1, 'Toscane': 1, 'Tibetaine': 1, 'Portugaise': 1, 'Nepalaise': 1, 'Napolitaine': 1, 'Mexicaine': 1, 'Italie_du_Sud': 1, 'Italie_du_Centre': 1, 'Hawaienne': 1, 'Grecque': 1, 'Espagnole': 1, 'Diner': 1, 'Campanie': 1, 'Belge': 1, 'Bar_a_vins': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Afghane': 1}",4.09,3.9,3.82,3.59,2.1,0.08,2.01
Baby G,2014,71,46,None,None,suisse,"{'Francaise': 9, 'Europeenne': 8, 'Indienne': 4, 'Suisse': 3, 'Pakistanaise': 2, 'Americaine': 2, 'Steakhouse': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Italienne': 1, 'Belge': 1, 'Bar': 1}",3.68,3.43,3.36,3.1,2.66,0.0,1.78
spartgirlGva,2012,68,57,25-34,F,suisse,"{'Francaise': 13, 'Europeenne': 12, 'Asiatique': 4, 'Japonaise': 3, 'Italienne': 3, 'Suisse': 2, 'Saine': 2, 'Mediterraneenne': 2, 'Thai': 1, 'Sushi': 1, 'Moderne': 1, 'Italie_du_Nord': 1, 'Internationale': 1, 'Indienne': 1, 'Chinoise': 1, 'Brasserie_gastronomique': 1, 'Americaine': 1}",4.17,4.22,4.12,3.9,3.07,0.31,2.38
b0uteillerg,2016,50,31,25-34,F,france,"{'Francaise': 5, 'Restauration_rapide': 2, 'Europeenne': 2, 'Japonaise': 1, 'Internationale': 1, 'Indienne': 1, 'Chinoise': 1, 'Asiatique': 1, 'Americaine': 1}",3.31,3.45,3.55,3.47,1.81,0.0,1.47
Benguetta,2014,25,15,25-34,H,suisse,"{'Europeenne': 11, 'Francaise': 9, 'Italienne': 5, 'Pizza': 3, 'Mediterraneenne': 3, 'Suisse': 1, 'Napolitaine': 1, 'Italie_du_Sud': 1, 'Campanie': 1, 'Bar_a_vins': 1}",4.26,4.34,4.25,3.99,3.69,0.2,2.28
Sightsee296213,2011,4,61,None,None,None,"{'Restauration_rapide': 1, 'Francaise': 1, 'Europeenne': 1, 'Americaine': 1}",4.1,3.6,3.6,3.2,3.2,0.0,1.8
922magalim,2008,28,70,None,None,None,"{'Francaise': 5, 'Europeenne': 5, 'Americaine': 2, 'Vietnamienne': 1, 'Thai': 1, 'Steakhouse': 1, 'Pakistanaise': 1, 'Mediterraneenne': 1, 'Marocaine': 1, 'Libanaise': 1, 'Italienne': 1, 'Indienne': 1, 'Bar': 1, 'Asiatique': 1}",3.99,4.14,3.99,3.8,3.23,0.0,2.0
mattlor38,2015,21,8,None,None,france,"{'Francaise': 12, 'Europeenne': 12, 'Italienne': 3, 'Suisse': 2, 'Pizza': 2, 'polonaise': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Bar': 1, 'Americaine': 1}",3.75,3.9,3.77,3.52,2.65,0.0,1.96
mai-lou d,2014,70,41,None,None,france,"{'Francaise': 11, 'Europeenne': 10, 'Indienne': 3, 'Steakhouse': 2, 'Pakistanaise': 2, 'Chinoise': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Thai': 1, 'Suisse': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Marocaine': 1, 'Libanaise': 1, 'Japonaise': 1, 'Internationale': 1, 'Grillades': 1, 'Fusion': 1, 'Europe_centrale': 1, 'Americaine': 1}",4.07,4.18,4.06,3.71,3.28,0.12,2.13
FlorenceS1232,2016,13,12,None,None,None,"{'Mediterraneenne': 3, 'Italienne': 2, 'Europeenne': 2, 'Pizza': 1, 'Libanaise': 1, 'Fusion': 1, 'Francaise': 1, 'Bar_a_vins': 1, 'Americaine': 1}",4.33,4.38,3.98,3.88,4.0,0.0,2.0
icazec,2015,148,127,50-64,F,None,"{'Europeenne': 25, 'Francaise': 16, 'Italienne': 11, 'Suisse': 8, 'Pizza': 8, 'Asiatique': 8, 'Restauration_rapide': 7, 'Mediterraneenne': 7, 'Cafe': 4, 'Americaine': 4, 'Sushi': 3, 'Japonaise': 3, 'Italie_du_Sud': 3, 'Chinoise': 3, 'Bar': 3, 'Thai': 2, 'Saine': 2, 'Napolitaine': 2, 'Libanaise': 2, 'Indienne': 2, 'Diner': 2, 'Campanie': 2, 'Brasserie_gastronomique': 2, 'Vietnamienne': 1, 'Traiteur': 1, 'Steakhouse': 1, 'Sicilienne': 1, 'Pub': 1, 'Portugaise': 1, 'Mexicaine': 1, 'Marocaine': 1, 'Internationale': 1, 'Grillades': 1}",3.88,3.64,3.56,3.46,2.26,0.04,1.87
899cl_mencef,2016,18,34,None,None,france,"{'Europeenne': 8, 'Francaise': 7, 'Sushi': 1, 'Steakhouse': 1, 'Saine': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Italienne': 1, 'Fusion': 1, 'Chinoise': 1, 'Asiatique': 1, 'Americaine': 1}",3.99,4.05,4.04,3.81,3.92,0.24,2.38
andrewiodix,2014,59,31,None,None,None,"{'Francaise': 5, 'Europeenne': 5, 'Italienne': 2, 'Bar': 2, 'Suisse': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Bar_a_bieres': 1, 'Americaine': 1}",3.92,4.05,3.92,3.73,3.68,0.0,2.03
Qinstafood,2012,152,79,18-24,H,france,"{'Francaise': 44, 'Europeenne': 35, 'Saine': 9, 'Suisse': 6, 'Bar': 4, 'Pub': 3, 'Moderne': 3, 'Italienne': 3, 'Internationale': 3, 'Mediterraneenne': 2, 'Asiatique': 2, 'Steakhouse': 1, 'Pizza': 1, 'Indienne': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Cafe': 1, 'Americaine': 1}",4.08,4.14,4.11,3.86,3.21,0.14,2.14
Valerie P,2015,16,18,None,None,france,"{'Francaise': 7, 'Europeenne': 5, 'Restauration_rapide': 1}",4.04,3.54,3.44,3.31,1.99,0.14,2.08
Manugil,2009,97,406,50-64,H,suisse,"{'Europeenne': 61, 'Francaise': 51, 'Suisse': 29, 'Mediterraneenne': 13, 'Italienne': 11, 'Pizza': 8, 'Steakhouse': 4, 'Brasserie_gastronomique': 4, 'Napolitaine': 3, 'Italie_du_Sud': 3, 'Europe_centrale': 3, 'Campanie': 3, 'Internationale': 2, 'Chinoise': 2, 'Cafe': 2, 'Bar': 2, 'Asiatique': 2, 'Traiteur': 1, 'Thai': 1, 'Saine': 1, 'Pub': 1, 'Portugaise': 1, 'Moderne': 1, 'Espagnole': 1, 'Croate': 1, 'Bar_a_vins': 1, 'Bar_a_bieres': 1, 'Asie_centrale': 1, 'Americaine': 1}",3.94,4.09,3.99,3.79,3.26,0.07,2.05
Kelly J,2014,11,9,None,None,None,"{'Francaise': 5, 'Europeenne': 4, 'Italienne': 1, 'Bar': 1, 'Americaine': 1}",3.59,3.81,3.75,3.5,1.53,0.31,2.38
Cachou74100,2010,31,30,None,None,None,"{'Francaise': 3, 'Europeenne': 2, 'Saine': 1, 'Restauration_rapide': 1, 'Bar': 1}",3.56,3.12,3.18,2.82,1.65,0.0,2.0
karinemartinz,2011,28,17,35-49,F,france,"{'Francaise': 5, 'Europeenne': 4, 'Mediterraneenne': 2, 'Italienne': 2, 'Chinoise': 2, 'Asiatique': 2, 'Suisse': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Libanaise': 1, 'Americaine': 1}",4.21,4.34,4.11,3.28,2.78,0.0,2.1
MrsJuliee,2013,54,55,None,None,france,"{'Francaise': 19, 'Europeenne': 16, 'Italienne': 6, 'Restauration_rapide': 4, 'Mediterraneenne': 4, 'Asiatique': 4, 'Suisse': 3, 'Japonaise': 3, 'Internationale': 3, 'Chinoise': 3, 'Vietnamienne': 2, 'Sushi': 2, 'Pub': 2, 'Pizza': 2, 'Indienne': 2, 'Bar': 2, 'Traiteur': 1, 'Thai': 1, 'Soupes': 1, 'Saine': 1, 'Pakistanaise': 1, 'Moderne': 1, 'Espagnole': 1, 'Diner': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar_a_bieres': 1, 'Americaine': 1}",3.71,3.77,3.83,3.67,2.08,0.04,1.8
Pechemelba,2014,86,39,None,None,france,"{'Europeenne': 5, 'Francaise': 4, 'Pizza': 3, 'Italienne': 3, 'Sushi': 1, 'Suisse': 1, 'Restauration_rapide': 1, 'Napolitaine': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Italie_du_Sud': 1, 'Chinoise': 1, 'Campanie': 1, 'Asiatique': 1, 'Americaine': 1}",4.16,4.16,4.09,3.89,3.61,0.0,2.0
Mamezaza,2009,32,86,35-49,F,None,"{'Francaise': 10, 'Europeenne': 8, 'Italienne': 3, 'Suisse': 2, 'Pizza': 2, 'Mediterraneenne': 2, 'Tunisienne': 1, 'Traiteur': 1, 'Marocaine': 1, 'Grillades': 1, 'Brasserie_gastronomique': 1, 'Americaine': 1}",3.99,4.08,4.13,3.81,2.86,0.09,2.18
